species_code,com_name,class_name
lobpip7,Nicholson's Pipit,aves
nilpip1,Nilgiri Pipit,aves
auspip3,New Zealand Pipit,aves
woopip1,Woodland Pipit,aves
lolpip1,Long-legged Pipit,aves
yelpip3,Peruvian Pipit,aves
rocpip1,Rock Pipit,aves
meapip1,Meadow Pipit,aves
ricpip1,Richard's Pipit,aves
rospip1,Rosy Pipit,aves
amepip2,American Pipit,aves
rtweye1,Madanga,aves
oripip1,Paddyfield Pipit,aves
lobpip1,Long-billed Pipit,aves
sokpip1,Sokoke Pipit,aves
watpip1,Water Pipit,aves
sprpip,Sprague's Pipit,aves
uplpip1,Upland Pipit,aves
trepip,Tree Pipit,aves
bufpip1,Buffy Pipit,aves
sarcra1,Sarus Crane,aves
sancra,Sandhill Crane,aves
brolga1,Brolga,aves
whncra1,White-naped Crane,aves
42429,Pronghorn,mammalia
sptnig1,Spot-tailed Nightjar,aves
souwpw1,Mexican Whip-poor-will,aves
yucnig1,Yucatan Nightjar,aves
chwwid,Chuck-will's-widow,aves
granig2,Cuban Nightjar,aves
granig3,Hispaniolan Nightjar,aves
purnig1,Puerto Rican Nightjar,aves
bucnig,Buff-collared Nightjar,aves
rufnig1,Rufous Nightjar,aves
tacnig1,Tawny-collared Nightjar,aves
dusnig1,Dusky Nightjar,aves
sitnig1,Silky-tailed Nightjar,aves
easwpw1,Eastern Whip-poor-will,aves
40614,Pallid Bat,mammalia
forbla1,Forbes's Blackbird,aves
firgat1,Firewood-gatherer,aves
322919,Common Short-tailed Cricket,insecta
322920,Indies Short-tailed Cricket,insecta
chhcra1,Chestnut-headed Crake,aves
74066,Azara’s Night Monkey,mammalia
43417,Colombian Night Monkey,mammalia
43418,Andean Night Monkey,mammalia
43414,Black-headed Night Monkey,mammalia
43422,Spix's Night Monkey,mammalia
sumtro1,Sumatran Trogon,aves
javtro1,Javan Trogon,aves
brhapa1,Brown-headed Apalis,aves
kunapa1,Kungwe Apalis,aves
bamapa1,Bamenda Apalis,aves
masapa1,Masked Apalis,aves
chaapa1,Chapin's Apalis,aves
whwapa1,White-winged Apalis,aves
chiapa1,Chirinda Apalis,aves
gryapa1,Gray Apalis,aves
yebapa1,Yellow-breasted Apalis,aves
batapa3,Yellow-throated Apalis,aves
batapa4,Taita Apalis,aves
gosapa1,Gosling's Apalis,aves
bltapa1,Black-throated Apalis,aves
chtapa2,Kabobo Apalis,aves
karapa2,Karamoja Apalis,aves
batapa5,Namuli Apalis,aves
blhapa1,Black-headed Apalis,aves
blcapa1,Black-capped Apalis,aves
blfapa1,Black-faced Apalis,aves
chtapa3,Chestnut-throated Apalis,aves
rudapa1,Rudd's Apalis,aves
butapa1,Buff-throated Apalis,aves
shaapa2,Sharpe's Apalis,aves
karapa3,Maasai Apalis,aves
batapa2,Bar-throated Apalis,aves
bactro1,Bare-cheeked Trogon,aves
nartro1,Narina Trogon,aves
battro1,Bar-tailed Trogon,aves
bonhon1,Bonin White-eye,aves
redrai1,Red Rail,aves
sthcra1,St. Helena Rail,aves
blbfly1,Black-billed Flycatcher,aves
tacfly1,Tawny-chested Flycatcher,aves
souwhi1,Southern Whiteface,aves
banwhi1,Banded Whiteface,aves
chbwhi1,Chestnut-breasted Whiteface,aves
cowscj1,California Scrub-Jay,aves
flsjay,Florida Scrub-Jay,aves
issjay,Island Scrub-Jay,aves
mexjay3,Transvolcanic Jay,aves
unijay1,Unicolored Jay,aves
mexjay4,Mexican Jay,aves
wooscj2,Woodhouse's Scrub-Jay,aves
masray1,Masafuera Rayadito,aves
thtray1,Thorn-tailed Rayadito,aves
kerpet2,Kerguelen Petrel,aves
338194,Asian Honey Bee,insecta
47219,Western Honey Bee,insecta
65021,Bocaina Tree Frog,amphibia
65029,Guinle Tree Frog,amphibia
24443,Canebrake Tree Frog,amphibia
samsta1,Samoan Starling,aves
whesta2,White-eyed Starling,aves
sinsta1,Singing Starling,aves
rarsta1,Rarotonga Starling,aves
kossta1,Kosrae Starling,aves
tansta1,Tanimbar Starling,aves
sacsta1,Makira Starling,aves
atosta1,Atoll Starling,aves
norsta1,Tasman Starling,aves
brwsta1,Brown-winged Starling,aves
rensta1,Rennell Starling,aves
lotsta1,Long-tailed Starling,aves
myssta1,Mysterious Starling,aves
metsta1,Metallic Starling,aves
shtsta1,Short-tailed Starling,aves
molsta1,Moluccan Starling,aves
yeesta1,Yellow-eyed Starling,aves
micsta1,Micronesian Starling,aves
asgsta1,Asian Glossy Starling,aves
pohsta1,Pohnpei Starling,aves
mousta1,Mountain Starling,aves
strsta1,Striated Starling,aves
polsta1,Polynesian Starling,aves
ruwsta1,Rusty-winged Starling,aves
lemdov2,Lemon Dove,aves
45562,European Wood Mouse,mammalia
yapant1,Yapacana Antbird,aves
rewpar1,Red-winged Parrot,aves
olspar1,Olive-shouldered Parrot,aves
emppen1,Emperor Penguin,aves
kinpen1,King Penguin,aves
sobkiw1,Southern Brown Kiwi,aves
nibkiw1,North Island Brown Kiwi,aves
grskiw1,Great Spotted Kiwi,aves
liskiw1,Little Spotted Kiwi,aves
okbkiw1,Okarito Brown Kiwi,aves
darswi1,Dark-rumped Swift,aves
litswi1,Little Swift,aves
aleswi1,Cape Verde Swift,aves
comswi,Common Swift,aves
madswi1,Malagasy Swift,aves
afrswi1,African Swift,aves
batswi1,Bates's Swift,aves
fowswi1,Forbes-Watson's Swift,aves
braswi1,Bradfield's Swift,aves
whrswi1,White-rumped Swift,aves
cooswi1,Cook's Swift,aves
horswi1,Horus Swift,aves
blyswi1,Blyth's Swift,aves
nyaswi1,Nyanza Swift,aves
houswi1,House Swift,aves
fotswi1,Pacific Swift,aves
palswi3,Pallid Swift,aves
saaswi1,Salim Ali's Swift,aves
plaswi1,Plain Swift,aves
spaeag1,Spanish Eagle,aves
cashae1,Cassin's Hawk-Eagle,aves
weteag1,Wedge-tailed Eagle,aves
goleag,Golden Eagle,aves
boneag2,Bonelli's Eagle,aves
gureag1,Gurney's Eagle,aves
impeag1,Imperial Eagle,aves
steeag1,Steppe Eagle,aves
taweag1,Tawny Eagle,aves
afrhae1,African Hawk-Eagle,aves
vereag1,Verreaux's Eagle,aves
grgmac,Great Green Macaw,aves
baymac,Blue-and-yellow Macaw,aves
ragmac1,Red-and-green Macaw,aves
bltmac1,Blue-throated Macaw,aves
scamac1,Scarlet Macaw,aves
milmac,Military Macaw,aves
refmac1,Red-fronted Macaw,aves
chfmac1,Chestnut-fronted Macaw,aves
cubmac1,Cuban Macaw,aves
stbspi2,Streaky-breasted Spiderhunter,aves
yeespi1,Yellow-eared Spiderhunter,aves
nafspi1,Naked-faced Spiderhunter,aves
thbspi1,Thick-billed Spiderhunter,aves
palspi2,Pale Spiderhunter,aves
borspi1,Bornean Spiderhunter,aves
ortspi1,Orange-tufted Spiderhunter,aves
spespi2,Spectacled Spiderhunter,aves
whispi1,Whitehead's Spiderhunter,aves
litspi1,Little Spiderhunter,aves
strspi1,Streaked Spiderhunter,aves
gybspi2,Gray-breasted Spiderhunter,aves
lobspi1,Long-billed Spiderhunter,aves
runwor1,Russet-naped Wood-Rail,aves
rnwrai1,Rufous-necked Wood-Rail,aves
gycwor1,Gray-cowled Wood-Rail,aves
rwwrai1,Red-winged Wood-Rail,aves
liwrai1,Little Wood-Rail,aves
sbwrai1,Slaty-breasted Wood-Rail,aves
brwrai1,Brown Wood-Rail,aves
giwrai1,Giant Wood-Rail,aves
plarai1,Snoring Rail,aves
limpki,Limpkin,aves
gocpar2,Golden-capped Parakeet,aves
janpar1,Jandaya Parakeet,aves
subpar1,Sulphur-breasted Parakeet,aves
bkhpar,Nanday Parakeet,aves
sunpar1,Sun Parakeet,aves
duhpar,Dusky-headed Parakeet,aves
haipar1,Hainan Partridge,aves
whcpar1,White-cheeked Partridge,aves
babpar1,Bar-backed Partridge,aves
chhpar1,Chestnut-headed Partridge,aves
gybpar3,Malayan Partridge,aves
taipar1,Taiwan Partridge,aves
ornpar1,Orange-necked Partridge,aves
whnpar2,White-necklaced Partridge,aves
rebpar5,Red-breasted Partridge,aves
chbpar1,Chestnut-bellied Partridge,aves
chbpar2,Chestnut-breasted Partridge,aves
gybpar4,Gray-breasted Partridge,aves
gybpar5,Roll's Partridge,aves
rebpar3,Red-billed Partridge,aves
sicpar1,Sichuan Partridge,aves
rutpar1,Rufous-throated Partridge,aves
gybpar6,Sumatran Partridge,aves
hilpar1,Hill Partridge,aves
dapthr1,Dapple-throat,aves
arcbow1,Archbold's Bowerbird,aves
bkchum,Black-chinned Hummingbird,aves
rthhum,Ruby-throated Hummingbird,aves
41752,Long-nosed Fur Seal,mammalia
41751,Antarctic Fur Seal,mammalia
41742,Brown Fur Seal,mammalia
465117,Large Banded Grasshopper,insecta
greegr,Great Egret,aves
integr3,Yellow-billed Egret,aves
graher1,Gray Heron,aves
cocher1,Cocoi Heron,aves
categr2,Eastern Cattle-Egret,aves
golher1,Goliath Heron,aves
grbher3,Great Blue Heron,aves
humher1,Humblot's Heron,aves
categr1,Western Cattle-Egret,aves
whbher2,White-bellied Heron,aves
integr1,Medium Egret,aves
blhher1,Black-headed Heron,aves
pacher1,Pacific Heron,aves
integr2,Plumed Egret,aves
purher1,Purple Heron,aves
grbher2,Great-billed Heron,aves
bulshe,Buller's Shearwater,aves
flfshe,Flesh-footed Shearwater,aves
pifshe,Pink-footed Shearwater,aves
greshe,Great Shearwater,aves
sooshe,Sooty Shearwater,aves
wetshe,Wedge-tailed Shearwater,aves
shtshe,Short-tailed Shearwater,aves
chpher1,Chinese Pond-Heron,aves
inpher1,Indian Pond-Heron,aves
mapher1,Malagasy Pond-Heron,aves
squher1,Squacco Heron,aves
rubher2,Rufous-bellied Heron,aves
japher1,Javan Pond-Heron,aves
arabus1,Arabian Bustard,aves
ausbus1,Australian Bustard,aves
korbus1,Kori Bustard,aves
indbus1,Great Indian Bustard,aves
rudtur,Ruddy Turnstone,aves
blktur,Black Turnstone,aves
grearg1,Great Argus,aves
yebbab1,Yellow-billed Babbler,aves
irabab1,Iraq Babbler,aves
scacha1,Scaly Chatterer,aves
combab3,Common Babbler,aves
ashlau1,Ashy-headed Laughingthrush,aves
strbab1,Striated Babbler,aves
fulcha1,Fulvous Chatterer,aves
whtbab1,White-throated Babbler,aves
combab1,Afghan Babbler,aves
slbbab1,Slender-billed Babbler,aves
lagbab2,Large Gray Babbler,aves
rufcha2,Rufous Chatterer,aves
orbbab1,Orange-billed Babbler,aves
arabab1,Arabian Babbler,aves
junbab2,Jungle Babbler,aves
rufbab3,Rufous Babbler,aves
easmog3,Yellow-throated Mountain Greenbul,aves
easmog4,Black-browed Mountain Greenbul,aves
easmog5,Kikuyu Mountain Greenbul,aves
shegre1,Shelley's Greenbul,aves
stcgre2,Stripe-cheeked Greenbul,aves
camgre2,Cameroon Mountain Greenbul,aves
easmog6,Uluguru Mountain Greenbul,aves
easmog2,Black-headed Mountain Greenbul,aves
542299,Olive-headed Greenbul,aves
wesmog1,Western Mountain Greenbul,aves
abbsta2,Abbott's Starling,aves
bkcspa1,Black-capped Sparrow,aves
sthbrf8,Gray-browed Brushfinch,aves
sthbrf1,Black-headed Brushfinch,aves
orbspa1,Orange-billed Sparrow,aves
pecspa2,Yellow-mandibled Sparrow,aves
sthbrf4,Sierra Nevada Brushfinch,aves
ccbfin,Chestnut-capped Brushfinch,aves
olifin1,Olive Finch,aves
sthbrf3,Costa Rican Brushfinch,aves
soffin1,Sooty-faced Finch,aves
sabspa4,Moss-backed Sparrow,aves
sabspa1,Saffron-billed Sparrow,aves
safspa1,Sao Francisco Sparrow,aves
bkcspa2,Marañon Sparrow,aves
sthbrf5,Perija Brushfinch,aves
sthbrf6,Caracas Brushfinch,aves
sthbrf7,Paria Brushfinch,aves
gowspa1,Golden-winged Sparrow,aves
hacspa1,Half-collared Sparrow,aves
pecspa3,Pectoral Sparrow,aves
sthbrf2,White-browed Brushfinch,aves
gsbfin1,Green-striped Brushfinch,aves
grbspa1,Green-backed Sparrow,aves
blsspa1,Black-striped Sparrow,aves
olispa,Olive Sparrow,aves
tocspa1,Tocuyo Sparrow,aves
rucmon1,Ochre-collared Monarch,aves
piemon1,Pied Monarch,aves
frnmon1,Frill-necked Monarch,aves
frimon1,Frilled Monarch,aves
whhvan1,White-headed Vanga,aves
blfwoo1,Black-faced Woodswallow,aves
duswoo1,Dusky Woodswallow,aves
ashwoo2,Ashy Woodswallow,aves
biswoo1,Bismarck Woodswallow,aves
whbwoo4,White-breasted Woodswallow,aves
grewoo1,Great Woodswallow,aves
fijwoo1,Fiji Woodswallow,aves
litwoo4,Little Woodswallow,aves
whbwoo8,Ivory-backed Woodswallow,aves
maswoo1,Masked Woodswallow,aves
whbwoo5,White-browed Woodswallow,aves
belspa2,Bell's Sparrow,aves
sagspa1,Sagebrush Sparrow,aves
555251,Riviersonderend Moss Frog,amphibia
555252,Drakenstein Moss Frog,amphibia
25321,Drewes' moss frog,amphibia
555253,Kogelberg Moss Frog,amphibia
25322,Landdross Moss frog,amphibia
25324,Peninsula Moss Frog,amphibia
70455,Rough Moss Frog,amphibia
25328,Northern Moss Frog,amphibia
25325,De Villiers's Moss Frog,amphibia
326305,Common Squeaker,amphibia
24583,Bush Squeaker,amphibia
65061,Dwarf Squeaker,amphibia
41005,Jamaican Fruit-eating Bat,mammalia
41006,Great Fruit-eating Bat,mammalia
afrtai2,African Tailorbird,aves
lobtai1,Long-billed Tailorbird,aves
soofly1,Sooty Flycatcher,aves
ussfly1,Ussher's Flycatcher,aves
thbwar1,Thick-billed Warbler,aves
whmtyr1,White-headed Marsh Tyrant,aves
208181,mangrove cicada,insecta
208182,White Drummer,insecta
67819,European Water Vole,mammalia
whwduc1,White-winged Duck,aves
183176,Geoffroy's Trident Leaf-nosed Bat,mammalia
soogra2,Sooty Grassquit,aves
ducgra2,Dull-colored Grassquit,aves
descha1,Gibberbird,aves
1669874,Brown Speckled Cicada,insecta
aleowl1,Abyssinian Owl,aves
marowl2,Marsh Owl,aves
strowl1,Striped Owl,aves
sheowl,Short-eared Owl,aves
jamowl1,Jamaican Owl,aves
mleowl1,Madagascar Owl,aves
loeowl,Long-eared Owl,aves
feaowl1,Fearful Owl,aves
styowl1,Stygian Owl,aves
bltmot1,Blue-throated Motmot,aves
25240,Pouched Frog,amphibia
auscan1,Austral Canastero,aves
crbcan4,Dark-winged Canastero,aves
vilthi3,Ayacucho Thistletail,aves
shbcan1,Short-billed Canastero,aves
bercan1,Berlepsch's Canastero,aves
ocbthi1,Ochre-browed Thistletail,aves
crbcan2,Rusty-vented Canastero,aves
mascan1,Many-striped Canastero,aves
whcthi1,White-chinned Thistletail,aves
mocthi1,Mouse-colored Thistletail,aves
bltthi1,Black-throated Thistletail,aves
punthi1,Puna Thistletail,aves
maqcan1,Maquis Canastero,aves
crbcan3,Pale-tailed Canastero,aves
hudcan1,Hudson's Canastero,aves
sttcan1,Streak-throated Canastero,aves
cipcan1,Cipo Canastero,aves
sctcan1,Scribble-tailed Canastero,aves
corcan1,Cordilleran Canastero,aves
itaspi1,Itatiaia Spinetail,aves
rufcan1,Rusty-fronted Canastero,aves
eyrthi1,Eye-ringed Thistletail,aves
perthi1,Perija Thistletail,aves
cancan1,Canyon Canastero,aves
shbcan2,Sharp-billed Canastero,aves
lifcan1,Line-fronted Canastero,aves
vilthi2,Vilcabamba Thistletail,aves
juncan1,Junin Canastero,aves
stbcan9,Streak-backed Canastero,aves
ritast1,Ribbon-tailed Astrapia,aves
arfast1,Arfak Astrapia,aves
huoast1,Huon Astrapia,aves
splast1,Splendid Astrapia,aves
prsast1,Stephanie's Astrapia,aves
norgos,American Goshawk,aves
bichaw1,Bicolored Hawk,aves
bichaw4,Chilean Hawk,aves
coohaw,Cooper's Hawk,aves
norgos1,Eurasian Goshawk,aves
gunhaw1,Gundlach's Hawk,aves
hengos1,Henst's Goshawk,aves
blagos1,Black Goshawk,aves
meygos1,Meyer's Goshawk,aves
peptyr1,Pale-eyed Pygmy-Tyrant,aves
43406,White-bellied Spider Monkey,mammalia
43410,Black-faced Black Spider Monkey,mammalia
43409,Brown-headed Spider Monkey,mammalia
43411,Central American Spider Monkey,mammalia
74091,Long-haired spider monkey,mammalia
43407,White-cheeked Spider Monkey,mammalia
43408,Guiana Spider Monkey,mammalia
42097,Short-eared Dog,mammalia
rhgrol1,Rufous-headed Ground-Roller,aves
plgrol1,Pitta-like Ground-Roller,aves
forowl1,Forest Owlet,aves
spoowl1,Spotted Owlet,aves
burowl,Burrowing Owl,aves
solboo2,Guadalcanal Owl,aves
solboo1,West Solomons Owl,aves
solboo3,Malaita Owl,aves
litowl1,Little Owl,aves
solboo4,Makira Owl,aves
whbowl1,White-browed Owl,aves
41919,Marsh Mongoose,mammalia
yetgre2,Yellow-gorgeted Greenbul,aves
patgre1,Pale-throated Greenbul,aves
214585,Protean Shieldback,insecta
46241,Barbary Ground Squirrel,mammalia
whbfin1,White-headed Brushfinch,aves
wnbfin1,White-naped Brushfinch,aves
mobfin1,Moustached Brushfinch,aves
antbrf1,Antioquia Brushfinch,aves
cuzbrf1,Cuzco Brushfinch,aves
ysbfin1,Yellow-striped Brushfinch,aves
tribrf1,Choco Brushfinch,aves
yehbrf1,Yellow-headed Brushfinch,aves
apubrf1,Apurimac Brushfinch,aves
fhbfin1,Fulvous-headed Brushfinch,aves
dhbfin1,Dusky-headed Brushfinch,aves
yebbru2,Yellow-breasted Brushfinch,aves
wrbfin1,White-rimmed Brushfinch,aves
wwbfin1,White-winged Brushfinch,aves
yegfin1,Yellow-green Brushfinch,aves
smbfin1,Santa Marta Brushfinch,aves
bkfbrf1,Black-faced Brushfinch,aves
bksbrf1,Black-spectacled Brushfinch,aves
rbbfin1,Rusty-bellied Brushfinch,aves
yebbru1,Black-fronted Brushfinch,aves
phbfin1,Pale-headed Brushfinch,aves
pnbfin1,Pale-naped Brushfinch,aves
tebfin1,Tepui Brushfinch,aves
rcbfin1,Rufous-capped Brushfinch,aves
rebfin1,Rufous-eared Brushfinch,aves
rnbfin1,Bolivian Brushfinch,aves
slabru1,Northern Slaty Brushfinch,aves
bcbfin1,Bay-crowned Brushfinch,aves
obbfin1,Ochre-breasted Brushfinch,aves
slabru2,Peruvian Slaty Brushfinch,aves
vilbrf1,Vilcabamba Brushfinch,aves
yetfin1,Yellow-thighed Brushfinch,aves
tribrf2,Golden-crowned Brushfinch,aves
1579517,Adelaide Black Squeaker,insecta
525676,Sandstone Squeaker,insecta
900533,Bark Squeaker,insecta
1158197,South-western Bark Squeaker,insecta
525672,Black Squeaker,insecta
525677,Southern Mountain Squeaker,insecta
1038868,Small Bark Squeaker,insecta
nosbir1,Noisy Scrub-bird,aves
rusbir1,Rufous Scrub-bird,aves
forswa2,Forest Swallow,aves
rubsee2,Rufous-bellied Seedsnipe,aves
whbsee2,White-bellied Seedsnipe,aves
whbswa2,White-banded Swallow,aves
blcswa1,Black-capped Swallow,aves
whtswa1,White-thighed Swallow,aves
ducatt1,Dull-capped Attila,aves
cinatt1,Cinnamon Attila,aves
cibatt1,Citron-bellied Attila,aves
rutatt1,Rufous-tailed Attila,aves
gyhatt1,Gray-hooded Attila,aves
brratt1,Bright-rumped Attila,aves
ochatt1,Ochraceous Attila,aves
hoovis2,Hooded Visorbearer,aves
hyavis1,Hyacinth Visorbearer,aves
souemt1,Southern Emerald-Toucanet,aves
blbtou1,Blue-banded Toucanet,aves
chttou3,Chestnut-tipped Toucanet,aves
crrtou1,Crimson-rumped Toucanet,aves
yebtou1,Yellow-browed Toucanet,aves
noremt1,Northern Emerald-Toucanet,aves
grbtou1,Groove-billed Toucanet,aves
chttou2,Tepui Toucanet,aves
verdin,Verdin,aves
740142,Auritibicen japonicus,insecta
525681,Creaking Branch Cicada,insecta
765537,White-striped Free-tailed Bat,mammalia
410758,Olive-green Coastal Katydid,insecta
butfog9,Fawn-throated Foliage-gleaner,aves
butfog4,Chiriqui Foliage-gleaner,aves
obfgle3,Olive-backed Foliage-gleaner,aves
perfog1,Pernambuco Foliage-gleaner,aves
wefgle1,White-eyed Foliage-gleaner,aves
brfgle1,Brown-rumped Foliage-gleaner,aves
btfgle1,Ochre-throated Foliage-gleaner,aves
parfog1,Para Foliage-gleaner,aves
ccfgle2,Chestnut-crowned Foliage-gleaner,aves
strwoo4,Eastern Woodhaunter,aves
strwoo5,Western Woodhaunter,aves
43606,Gmelin's Woolly Lemur,mammalia
afrcuh1,African Cuckoo-Hawk,aves
jerbaz1,Jerdon's Baza,aves
blabaz1,Black Baza,aves
madcuh1,Madagascar Cuckoo-Hawk,aves
pacbaz1,Pacific Baza,aves
fitawl1,Fiery-tailed Awlbill,aves
42166,Chital,mammalia
lessca,Lesser Scaup,aves
redhea,Redhead,aves
wheduc1,Hardhead,aves
baepoc1,Baer's Pochard,aves
rinduc,Ring-necked Duck,aves
compoc,Common Pochard,aves
tufduc,Tufted Duck,aves
madpoc1,Madagascar Pochard,aves
gresca,Greater Scaup,aves
nezsca1,New Zealand Scaup,aves
ferduc,Ferruginous Duck,aves
canvas,Canvasback,aves
blctit4,Black-crested Titmouse,aves
tuftit,Tufted Titmouse,aves
oaktit,Oak Titmouse,aves
juntit1,Juniper Titmouse,aves
britit,Bridled Titmouse,aves
sjogre1,Sjöstedt's Greenbul,aves
hongre1,Honeyguide Greenbul,aves
74103,Bowhead Whale,mammalia
shoebi1,Shoebill,aves
41549,Antarctic Minke Whale,mammalia
41562,Fin Whale,mammalia
41387,Gray Sac-winged Bat,mammalia
blccra1,Black Crowned-Crane,aves
grccra1,Gray Crowned-Crane,aves
mobpar1,Mountain Bamboo-Partridge,aves
taibap1,Taiwan Bamboo-Partridge,aves
chbpar3,Chinese Bamboo-Partridge,aves
45665,Lesser Bandicoot-rat,mammalia
bagtan1,Blue-and-gold Tanager,aves
gortan1,Gold-ringed Tanager,aves
mobtan1,Moss-backed Tanager,aves
ygbtan1,Yellow-green Tanager,aves
bagtan2,Black-and-gold Tanager,aves
goctan1,Golden-chested Tanager,aves
40581,Western Barbastelle,mammalia
473905,Common Saw Bush-cricket,insecta
polpar1,Australian Ringneck,aves
uplsan,Upland Sandpiper,aves
rufmot1,Rufous Motmot,aves
rucmot2,Rufous-capped Motmot,aves
gobwar1,Golden-browed Warbler,aves
gcrwar,Golden-crowned Warbler,aves
rucwar4,Chestnut-capped Warbler,aves
pirwar1,Pirre Warbler,aves
blcwar1,Black-cheeked Warbler,aves
thswar5,Costa Rican Warbler,aves
thswar2,Yungas Warbler,aves
rucwar,Rufous-capped Warbler,aves
thswar9,Tacarcuna Warbler,aves
thbwar2,Three-banded Warbler,aves
thswar1,Three-striped Warbler,aves
whehum,White-eared Hummingbird,aves
xanhum,Xantus's Hummingbird,aves
sulmyn1,Sulawesi Myna,aves
locmyn1,Long-crested Myna,aves
helmyn1,Helmeted Myna,aves
569557,Eastern Lowland Olingo,mammalia
569556,Western Lowland Olingo,mammalia
325998,Olinguito,mammalia
41676,Ringtail,mammalia
41675,Cacomistle,mammalia
giaant2,Giant Antshrike,aves
bkcruw1,Black-capped Rufous-Warbler,aves
bkfruw1,Black-faced Rufous-Warbler,aves
capbat10,Cape Batis,aves
darbat1,Dark Batis,aves
capbat2,Malawi Batis,aves
ruwbat1,Rwenzori Batis,aves
bkhbat1,Western Black-headed Batis,aves
woobat1,Woodwards' Batis,aves
itubat1,Ituri Batis,aves
boubat1,Boulton's Batis,aves
verbat1,Verreaux's Batis,aves
bkhbat2,Eastern Black-headed Batis,aves
angbat1,Angola Batis,aves
shtbat1,Short-tailed Batis,aves
chibat1,Chinspot Batis,aves
weabat1,West African Batis,aves
gyhbat1,Gray-headed Batis,aves
pygbat1,Pygmy Batis,aves
fepbat1,Bioko Batis,aves
pribat1,Pririt Batis,aves
senbat1,Senegal Batis,aves
palbat1,Pale Batis,aves
javfro2,Blyth's Frogmouth,aves
larfro1,Large Frogmouth,aves
palfro1,Palawan Frogmouth,aves
sunfro1,Sunda Frogmouth,aves
dulfro1,Dulit Frogmouth,aves
hodfro1,Hodgson's Frogmouth,aves
javfro3,Javan Frogmouth,aves
shtfro2,Bornean Frogmouth,aves
ceyfro1,Sri Lanka Frogmouth,aves
shtfro3,Sumatran Frogmouth,aves
phifro1,Philippine Frogmouth,aves
goufro1,Gould's Frogmouth,aves
23201,Marbled Wood Frog,amphibia
23202,Gray Wood Frog,amphibia
23203,Banded Wood Frog,amphibia
74106,Van Gelder's bat,mammalia
214956,Aridland Cicada,insecta
whchor2,White-crowned Hornbill,aves
potpal1,Point-tailed Palmcreeper,aves
berhaw1,Bermuda Hawk,aves
lobber1,Long-billed Bernieria,aves
bawfly1,Black-and-white Shrike-flycatcher,aves
whbant2,White-bearded Antshrike,aves
467020,Bicolour Meadow Bush-cricket,insecta
541377,Red Tree-ticker,insecta
470173,Black Tree-ticker,insecta
42408,American Bison,mammalia
musduc1,Musk Duck,aves
63113,Northern Short-tailed Shrew,mammalia
gyhbri1,Gray-headed Bristlebill,aves
gntbri1,Green-tailed Bristlebill,aves
lesbri1,Yellow-lored Bristlebill,aves
combri2,Red-tailed Bristlebill,aves
lesbri3,Yellow-eyed Bristlebill,aves
baywoo1,Bay Woodpecker,aves
marwoo1,Maroon Woodpecker,aves
555074,White-edged Tree Frog,amphibia
555076,Yellow-spotted Tree Frog,amphibia
555085,Bischoff's Tree Frog,amphibia
555086,Rusty Tree Frog,amphibia
555094,Rough-skinned Green Tree Frog,amphibia
555104,Blacksmith Tree Frog,amphibia
555117,Basin Tree Frog,amphibia
