idx,sci_name,com_name,species_code,class_name,common_name_de,common_name_es,common_name_pl,common_name_fr,common_name_nl,common_name_ru,common_name_ja,common_name_cs,common_name_ca,common_name_pt,common_name_no,common_name_bg,common_name_sv,common_name_da,common_name_tr,common_name_sk,common_name_sr,common_name_uk,common_name_zh-CN,common_name_fi,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et,common_name_it,common_name_zh-TW,common_name_eo,common_name_hu,common_name_ro,common_name_sl,common_name_lv,common_name_is,common_name_id,common_name_el,common_name_mk,common_name_be,common_name_af,common_name_se,common_name_ko,common_name_he,common_name_ar,common_name_th,common_name_ml
3575,Dacnis flaviventer,Yellow-bellied Dacnis,yebdac1,aves,Gelbbauchpitpit,Dacnis Ventriamarillo,cukrownik żółtobrzuchy,Dacnis à ventre jaune,Geelbuikpitpit,Желтобрюхий дакнис,キバラヒワミツドリ,pitpit žlutobřichý,dacnis ventregroga,saí-amarela,gulbukdaknis,Жълтокорем дакнис,gulbukig daknis,Gul Sukkerfugl,Sarı Karınlı Daknis,pitpit žltobruchý,Žuti daknis,Цукрист жовточеревий,黄腹锥嘴雀,rikkitangara,Dacnis ventriamarillo,Dacnis Ventriamarillo,Dacnis Ventriamarillo,Saí-amarela,zelenokapa tangara,geltonpilvis daknis,توتخوار شکمزرد,Dacnis torfelyn,kold-türkiissirk,Dacne panciagialla,黃腹錐嘴雀,flavaventra dakno,,,,,,,,,,,,,,,,
3576,Dacnis hartlaubi,Turquoise Dacnis,turdac1,aves,Türkispitpit,Dacnis Turquesa,cukrownik turkusowy,Dacnis de Hartlaub,Turkooispitpit,Бирюзовый дакнис,ハシブトヒワミツドリ,pitpit tyrkysový,dacnis turquesa,dácnis-turquesa,turkisdaknis,Тюркоазен дакнис,turkosdaknis,Sorthaget Sukkerfugl,Turkuaz Daknis,pitpit tyrkysový,Planinski daknis,Цукрист бірюзовий,青绿锥嘴雀,kolumbiankerttulitangara,Dacnis turquesa,Dacnis Turquesa,Dacnis Turquesa,Turquoise dacnis,žutooka tangara,netikrasis daknis,توتخوار نیلی,Dacnis goleulas,kolumbia türkiissirk,Tanagra dacne turchese,青綠錐嘴雀,turkisa dakno,,,,,,,,,,,,,,,,
3577,Dacnis lineata,Black-faced Dacnis,blfdac1,aves,Maskenpitpit,Mielero de Cara Negra,Cukrownik modrołbisty,Dacnis à coiffe bleue,Zwartmaskerpitpit,Масковый дакнис,カオグロヒワミツドリ,pitpit škraboškový,dacnis de coroneta blava,Saí-de-máscara-preta,Maskedaknis,чернолик дакнис,Svartmaskad daknis,Turkissukkerfugl,Kara Kulaklı Daknis,pitpit maskový,Ravničarski maskirani daknis,цукрист масковий,黑脸锥嘴雀,naamiotangara,Black-faced Dacnis,Black-faced Dacnis,Black-faced Dacnis,Black-faced Dacnis,tirkiznoboka tangara,kaukėtasis daknis,توتخوار سیاهچرده,Dacnis wynebddu,Black-faced Dacnis,Dacne faccianera,黑臉錐嘴雀,nigramaska dakno,,,,,,,,,,,,,,,,
3578,Dacnis nigripes,Black-legged Dacnis,blldac1,aves,Blauflügelpitpit,Dacnis Patinegro,cukrownik czarnobrody,Dacnis à pattes noires,Zwartpootpitpit,Черноногий дакнис,アシグロヒワミツドリ,pitpit černonohý,dacnis camanegra,saí-de-pernas-pretas,svartbeindaknis,Черногуш дакнис,svartbent daknis,Rio Sukkerfugl,Kara Bacaklı Daknis,pitpit čiernonohý,Crnonogi daknis,Цукрист бразильський,黑腿锥嘴雀,brasiliankerttulitangara,Dacnis patinegro,Dacnis Patinegro,Dacnis Patinegro,Saí-de-pernas-pretas,tirkizno-crna tangara,juodakojis daknis,توتخوار پاسیاه,Dacnis coesddu,brasiilia türkiissirk,Dacne zampenere,黑腿錐嘴雀,nigrakrura dakno,feketelábú daknisz,,,,,,,,,,,,,,,
3579,Dacnis venusta,Scarlet-thighed Dacnis,sctdac1,aves,Rotschenkelpitpit,Dacnis Muslirrojo,cukrownik modrolicy,Dacnis à cuisses rouges,Rooddijpitpit,Краснобёдрый дакнис,モモアカヒワミツドリ,pitpit červenonohý,dacnis cuixa-roja,dácnis-de-coxas-vermelhas,rødleggdaknis,Синьоглав дакнис,svartbukig daknis,Sortbuget Sukkerfugl,Kırmızı Paçalı Daknis,pitpit čiernobruchý,Crnotrbi daknis,Цукрист синьощокий,红腿锥嘴雀,säihkykerttulitangara,Dacnis muslirrojo,Dacnis Muslirrojo,Dacnis Musliescarlata,Scarlet-thighed dacnis,tirkiznoglava tangara,raudonšlaunis daknis,توتخوار رانقرمز,Dacnis clungoch,punapüks-türkiissirk,Dacne zampescarlatte,紅腿錐嘴雀,ruĝfemura dakno,,,,,,,,,,,,,,,,
3580,Dacnis viguieri,Viridian Dacnis,virdac1,aves,Grünflügelpitpit,Dacnis Verdoso,cukrownik seledynowy,Dacnis vert,Blauwgroene pitpit,Панамский дакнис,セグロヒワミツドリ,pitpit panamský,dacnis verdosa,dácnis-esverdeado,berylldaknis,Черногръб дакнис,blågrön daknis,Blågrøn Sukkerfugl,Yeşil Kanatlı Daknis,pitpit zelený,Tirkizni daknis,Цукрист панамський,翠绿锥嘴雀,turkoosikerttulitangara,Dacnis verdoso,Dacnis Verdoso,Dacnis Verdoso,Viridian dacnis,azurna tangara,panaminis daknis,توتخوار زبرجدی,Dacnis gwyrddlas,rohetiib-türkiissirk,Dacne verde,翠綠錐嘴雀,verda dakno,,,,,,,,,,,,,,,,
3581,Dactylomys boliviensis,Bolivian Bamboo Rat,43918,mammalia,Bolivianische Fingerratte,Bolivian Bamboo Rat,palczatek boliwijski,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Боливийский дактиломис,コロコロトゲネズミ,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Боливијски бамбуски пацов,Bolivian Bamboo Rat,Bolivian Bamboo Rat,korokoro,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,Bolivian Bamboo Rat,,,,,,,,,,,,,,,,,,,
3582,Dactylomys dactylinus,Amazon Bamboo Rat,43920,mammalia,Amazonas-Fingerratte,Amazon Bamboo Rat,palczatek amazoński,Amazon Bamboo Rat,Echte Vingerrat,Амазонская бамбуковая крыса,アマゾンコロコロトゲネズミ,koro amazonský,Amazon Bamboo Rat,toró,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Амазонски бамбуски пацов,Amazon Bamboo Rat,Amazon Bamboo Rat,amazoniankorokoro,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,Amazon Bamboo Rat,,,,,,,,,,,,,,,,,,,
3583,Dactylopsila trivirgata,Striped Possum,42733,mammalia,Großer Streifenbeutler,Falangero Rayado del Estrecho de Torres,palcownik pręgowany,Opossum rayé,Gestreepte Buideleekhoorn,Полосатый кускус,フクロシマリス,vakoveverka páskovaná,pòssum ratllat comú,Striped Possum,Striped Possum,голям кускус,Striped Possum,Striped Possum,Striped Possum,Vakoveverica trojpása,Striped Possum,Striped Possum,Striped Possum,juovaliitopussikas,Striped Possum,Striped Possum,Striped Possum,Striped Possum,Striped Possum,Striped Possum,صاریغ راهراه,Striped Possum,Striped Possum,,,,,,,,,,,,,,,,,,,
3584,Dactylortyx thoracicus,Singing Quail,sinqua1,aves,Singwachtel,Colín Cantor,przepiór kreskowany,Colin chanteur,Zangkwartel,Певчий перепел,ユビナガウズラ,křepel zpěvavý,colí cantaire,codorniz-cantora,sangvaktel,Поен пъдпъдък,sångvaktel,Sangvagtel,Ötücü Kolin,prepelka spevavá,Pevajuća prepelica,Перепелиця довгопала,歌鹑,ruostekurkkuviiriäinen,Colín cantor,Codorniz Silbadora,Colín Cantor,Singing quail,prugastoprsa prepelica,Giedančioji putpelė,بلدرچین آوازخوان,Sofliar gerddorol,lauluvutt,Quaglia canora,歌鶉,kanta arbokoturno,,,,,,,,,,,,,,,,
3585,Dama dama,European Fallow Deer,42161,mammalia,Damhirsch,Gamo europeo,Daniel zwyczajny,Daim européen,Damhert,Европейская лань,ダマジカ,daněk evropský,Daina,Gamo,Dåhjort,Елен-лопатар,Dovhjort,Dådyr,Alageyik,daniel škvrnitý,Јелен лопатар,Лань,黇鹿,Täpläkauris,European Fallow Deer,European Fallow Deer,European Fallow Deer,European Fallow Deer,Jelen lopatar,Danielius,گوزن زرد اروپایی,European Fallow Deer,Kabehirv,,,,,,,,,,,,,,,,,,,
3586,Daphoenositta chrysoptera,Varied Sittella,varsit8,aves,Spiegelkleiber,Neosita Variable,kowaliczek zmienny,Néositte variée,Australische boomloper,Изменчивая сителла,オーストラリアゴジュウカラ,brhlíček proměnlivý,neosita australiana,trepadeira-variável,stripesittella,Австралийска зидарка,broksittella,Sittella,Değişken Renkli Sıvacı,brhlíček družný,Raznobojni brgljez,Баргель мінливобарвний,杂色澳䴓,australiannakkeli,Neosita variable,Neosita Variable,Neosita Variable,Varied sittella,australski brgljez,Margoji sitela,پوستکوب,Telor bychan amrywiol,Varied Sittella,Sittella varia,多彩澳鳾,varia neosito,ausztrálcsuszka,,,,,,,,,,,,,,,
3587,Daphoenositta miranda,Black Sittella,blksit1,aves,Prachtkleiber,Neosita Negra,kowaliczek czarny,Néositte noire,Zwart-roze boomloper,Краснолицая сителла,アカガオゴジュウカラ,brhlíček černý,neosita negra,trepadeira-preta,svartsittella,Черна зидарка,svart sittella,Sort Sittella,Kara Sıvacı,brhlíček čierny,Crni brgljez,Баргель чорний,黑澳䴓,tulinakkeli,Neosita negra,Neosita Negra,Neosita Negra,Black sittella,crni brgljez,Juodoji sitela,کمرکولیچه سیاه,Telor bychan ddu,Black Sittella,Sittella nera,澳鳾,nigra neosito,pompás ausztrálcsuszka,,,,,Sitella hitam,,,,,,,,,,
3588,Daphoenositta papuensis,Papuan Sittella,varsit1,aves,Papuakleiber,Neosita Papú,kowaliczek górski,Néositte papoue,Papoeaboomloper,Папуанская сителла,パプアゴジュウカラ,brhlíček papuánský,neosita de Nova Guinea,trepadeira-da-papua,papuasittella,Папуаска зидарка,papuasittella,Papuasittella,Papua Sıvacısı,brhlíček papuánsky,Papuanski brgljez,Баргель папуанський,巴布亚澳䴓,papuannakkeli,Neosita papú,Neosita Papú,Neosita Papú,Papuan sittella,novogvinejski brgljez,Papuasinė sitela,نوکمرکلی پاپوآیی,Papuan Sittella,Papuan Sittella,Sittella papua,巴布亞澳鳾,papua neosito,,,,,,Sitella papua,,,,,,,,,,
3589,Daption capense,Pintado Petrel,cappet,aves,Kapsturmvogel,Petrel Damero,warcabnik,Damier du Cap,Kaapse stormvogel,Капский голубок,マダラフルマカモメ,buřňák černobílý,petrell del Cap,pomba-do-cabo,flekkpetrell,Капски буревестник,brokpetrell,Kappetrel,Alaca Fırtınakuşu,fulmarka tenkozobá,Kapska burnica,Пінтадо,花斑鹱,kapinmyrskyliitäjä,Petrel damero,Petrel Damero,Petrel Pintado,Pintado,Kapski burnjak,Kapinis audrašauklis,مرغ باران دماغه,Pedryn patrymog,kirju-tormilind,Procellaria del Capo,南非鸌,kaba petrelo,galambhojsza,,kapski viharnik,Kāpzemes vētrasputns,Mardúfa,Petrel tanjung,,,,Seeduifstormvoël,Káhpastoarbmaloddi,,סערון הכף,,,
3590,Daptrius albogularis,White-throated Caracara,whtcar1,aves,Weißkehlkarakara,Caracara Araucano,karakara patagońska,Caracara à gorge blanche,Witkeelcaracara,Белогорлая каракара,シロハラカラカラ,čimango bělohrdlý,caracarà gorjablanc,caracara-de-garganta-branca,hvitbrystkarakara,Белогуша каракара,vitstrupig karakara,Hvidstrubet Caracara,Beyaz Gerdanlı Karakara,karakara bielohrdlá,Belogrla karakara,Каракара патагонська,白喉巨隼,patagoniankarakara,Caracara araucano,Caracara Araucano,Carancho de garganta blanca,White-throated caracara,bjeloprsa karakara,Baltagurklė karakara,White-throated Caracara,White-throated Caracara,valgekurk-karakaara,Caracara golabianca,白喉卡拉鷹,blankagorĝa karakaro,fehértorkú karakara,,,,,,,,,,,,,,,
3591,Daptrius ater,Black Caracara,blacar1,aves,Gelbkehlkarakara,Caracara Negro,karakara czarna,Caracara noir,Zwarte caracara,Чёрная каракара,キノドカラカラ,čimango temný,caracarà negre,gavião-de-anta,svartkarakara,Черна каракара,svart karakara,Sort Caracara,Siyah Karakara,karakara čierna,Crna karakara,Каракара чорна,黑巨隼,mustakarakara,Caracara negro,Caracara Negro,Caracara Negro,Falcão-de-anta,crna karakara,Paprastoji juodoji karakara,کاراکارای سیاه,Caracara gyddf-felyn,metskarakaara,Caracara nero,黑卡拉鷹,nigra karakaro,fekete karakara,,,,,,,,,,,,,,,
3592,Daptrius australis,Striated Caracara,strcar1,aves,Falklandkarakara,Caracara Austral,karakara falklandzka,Caracara austral,Falklandcaracara,Южная каракара,ホークランドカラカラ,čimango falklandský,caracarà austral,caracara-austral,brungumpkarakara,Фолклендска каракара,strimkarakara,Falkland Caracara,Falkland Karakarası,karakara červenobruchá,Prugasta karakara,Каракара фолклендська,条纹卡拉鹰,rantakarakara,Caracara austral,Caracara Austral,Carancho negro,Striated caracara,velika karakara,Folklendinė karakara,Striated Caracara,Striated Caracara,randkarakaara,Caracara striato,條紋卡拉鷹,aŭstrala karakaro,tűzföldi karakara,,,,,,,,,,,,,,,
3593,Daptrius carunculatus,Carunculated Caracara,carcar1,aves,Streifenkarakara,Caracara Carunculado,karakara kreskowana,Caracara caronculé,Lelcaracara,Пёстрая каракара,マダラコシジロカラカラ,čimango andský,caracarà carunculat,caracara-do-páramo,paramokarakara,Гребенеста каракара,skrynkelstrupig karakara,Plettet Caracara,Paramo Karakarası,karakara perlavá,Prugastotrba karakara,Каракара еквадорська,冠巨隼,viirukarakara,Caracara carunculado,Caracara Carunculado,Caracara Carunculado,Carunculated caracara,pjegava karakara,Raibakrūtė karakara,Carunculated Caracara,Carunculated Caracara,näsakarakaara,Caracara caruncolato,肉冠卡拉鷹,karunkla karakaro,csíkos karakara,,,,,,,,,,,,,,,
3594,Daptrius chimachima,Yellow-headed Caracara,yehcar1,aves,Gelbkopfkarakara,Caracara Chimachima,karakara jasnogłowa,Caracara à tête jaune,Geelkopcaracara,Химахима,キバラカラカラ,čimango žlutavý,caracarà capgroc,carrapateiro,kremkarakara,Жълтоглава каракара,gulhuvad karakara,Lys Caracara,Sarı Başlı Karakara,karakara čimačima,Žutoglava karakara,Хімахіма,黄头叫隼,vaaleakarakara,Caracara chimachima,Caracara Cabeza Amarilla,Caracara Bayo,Carrapateiro,žutoglava karakara,Gelsvagalvė karakara,Yellow-headed Caracara,Yellow-headed Caracara,helekarakaara,Caracara testagialla,黃頭叫鷹,flavkapa karakaro,pásztorkarakara,,,,,,,,,,,,,,,
3595,Daptrius chimango,Chimango Caracara,chicar1,aves,Chimangokarakara,Caracara Chimango,karakara brązowa,Caracara chimango,Chimango,Химанго,チマンゴカラカラ,čimango argentinský,caracarà ximango,chimango,brunkarakara,Кафява каракара,chimangokarakara,Chimangocaracara,Çimango Karakarası,karakara milvágo,Čimango karakara,Хіманго,叫隼,ruskokarakara,Caracara chimango,Caracara Chimango,Tiuque,Chimango,smeđa karakara,Rusvagalvė karakara,Chimango Caracara,Chimango Caracara,väikekarakaara,Caracara chimango,叫鷹,ĉimango-karakaro,füstös karakara,,,,,,,,,,,,,,,
3596,Daptrius megalopterus,Mountain Caracara,moucar1,aves,Bergkarakara,Caracara Andino,karakara andyjska,Caracara montagnard,Andescaracara,Горная каракара,アンデスカラカラ,čimango horský,caracarà andí,caracara-andino,fjellkarakara,Андска каракара,bergkarakara,Andescaracara,And Karakarası,karakara vrchovská,Planinska karakara,Каракара андська,山地巨隼,inkakarakara,Caracara andino,Caracara Andino,Caracara Montañero,Mountain caracara,andska karakara,Kalninė karakara,Mountain Caracara,Mountain Caracara,mägikarakaara,Caracara montano,山卡拉鷹,monta karakaro,hegyi karakara,,,,,,,,,,,,,,,
3597,Dasycrotapha plateni,Mindanao Pygmy-Babbler,pygbab1,aves,Mindanaobrillenvogel,Timalí de Mindanao,cierniofilipinek mały,Zostérops de Platen,Mindanaodwergboomtimalia,Минданаосская пестроголовка,コビトモリチメドリ,timálie křovištní,zosterop de Mindanao,timali-pigmeu-de-mindanau,dvergnålrygg,Минданаоска дребна тимелия,mindanaoglasögonfågel,Dværgkrattimalie,Mindanao Küçük Gözlükçüsü,kujutan tmavohlavý,Patuljasta brbljuša sa ostrva Mindanao,Окулярець мінданайський,侏穗鹛,ruskoviirurilli,Timalí de Mindanao,Timalí de Mindanao,Timalí de Mindanao,Mindanao pygmy-babbler,mindanaoski drozak,Mažasis miškinis plepys,Mindanao Pygmy-Babbler,Preblyn coed bach,Mindanao Pygmy-Babbler,Garrulo pigmeo,侏穗鶥,nana zosteropo,,,,,,,,,,,,,,,,
3598,Dasycrotapha pygmaea,Visayan Pygmy-Babbler,vispyb1,aves,Koboldbrillenvogel,Timalí Pigmeo,cierniofilipinek samarski,Zostérops de Samar,Samardwergboomtimalia,Висаянская пестроголовка,ビサヤモリチメドリ,Visayan Pygmy-Babbler,zosterop de les Visayas,timali-pigmeu-das-visayas,pygménålrygg,Висаянска дребна тимелия,samarglasögonfågel,Samar Dværgkrattimalie,Visayas Küçük Gözlükçüsü,kujutan trpasličí,Samarska patuljasta brbljuša,Окулярець самарський,短尾侏穗鹛,Visayan Pygmy-Babbler,Timalí pigmeo,Timalí Pigmeo,Timalí Pigmeo,Visayan pygmy-babbler,prugastoprsi drozak,Samarinis miškinis plepys,لیکوی کوتوله ویسایان,Visayan Pygmy-Babbler,Visayan Pygmy-Babbler,,維沙揚侏穗鶥,samara zosteropo,,,,,,,,,,,,,,,,
3599,Dasycrotapha speciosa,Flame-templed Babbler,fltbab1,aves,Goldstirn-Brillenvogel,Timalí Frentigualdo,cierniofilipinek złotoczelny,Zostérops précieux,Geelvoorhoofdboomtimalia,Огнебровая пестроголовка,キミミモリチメドリ,timálie zlatočelá,zosterop frontgroc,timali-flamejante,ilddusk,Златочела дребна тимелия,praktglasögonfågel,Pragtkrattimaile,Alev Alınlı Gözlükçü,kujutan žltočelý,Crvenokapa patuljasta brbljuša,Окулярець золотолобий,鬓松穗鹛,tulikulmarilli,Timalí frentigualdo,Timalí Frentigualdo,Timalí Frentigualdo,Flame-templed babbler,žutočeli drozak,Geltonkaktė timalija,لیکوی ابروآتشی,Preblyn coed ysblennydd,Flame-templed Babbler,Garrulo guanceflammee,紅鬢穗鶥,flavafrunta zosteropo,,,,,,,,,,,,,,,,
3600,Dasylophus cumingi,Scale-feathered Malkoha,scfmal1,aves,Schuppenhalskuckuck,Malcoha Frisado,kukuła białolica,Malcoha frisé,Schubhalsmalkoha,Белолицая малкоа,ウロコバンケンモドキ,kukačka šupinková,malcoha frisat,malcoa-escamada,sølvhodemalkoha,Белоглава храстова кукувица,luzonmalkoha,Hvidkindet Malkoha,Kıvırcık Malkoha,malkoha ozdobná,Belolika malkoa,Малкога лусонська,鳞纹地鹃,suomukäki,Malcoha frisado,Malcoha Frisado,Malcoha Frisado,Scale-feathered malkoha,luzonski kukal,Žvynuotoji krūmyninė gegutė,Scale-feathered Malkoha,Scale-feathered Malkoha,soomus-malkohakägu,Malcoa squamata,鱗羽地鵑,skvama kukolo,pikkelyesfarkú kakukk,,,,,,,,,,,,,,,
3601,Dasylophus superciliosus,Red-crested Malkoha,recmal1,aves,Rotbrauenkuckuck,Malcoha Crestirrojo,kukuła czerwonoczuba,Malcoha à sourcils rouges,Roodbrauwmalkoha,Краснохохлая малкоа,カンムリバンケンモドキ,kukačka rudochocholatá,malcoha cresta-roig,malcoa-de-crista-vermelha,parykkmalkoha,Качулата храстова кукувица,rödtofsad malkoha,Rødkronet Malkoha,Tepeli Malkoha,malkoha červenochochlatá,Crvenoćuba malkoa,Малкога червоночуба,蓬冠地鹃,luutakäki,Malcoha crestirrojo,Malcoha Crestirrojo,Malcoha Crestirrojo,Red-crested malkoha,kudravi kukal,Kuoduotoji krūmyninė gegutė,مالکوهه کاکلزبر,Cog wrychog,tutt-malkohakägu,Malcoa crestarossa,紅冠地鵑,ruĝkresta kukolo,,,,,,,,,,,,,,,,
3602,Dasyornis brachypterus,Eastern Bristlebird,easbri1,aves,Olivscheitel-Borstenvogel,Picocerdas Oriental,kolcopiórek brązowy,Dasyorne brun,Bruine borstelvogel,Буроголовая щетинкоклювка,ヒゲムシクイ,střízlíkovec východní,becfilós oriental,bico-de-cerdas-oriental,østbørstefugl,Източна четинкочовка,östlig borstsmyg,Østlig Børstesanger,Doğulu Bıyıklıkuş,štetinár hnedý,Istočna čekinjarka,Щетинкодзьоб бурий,棕刺莺,sukasmaluri,Picocerdas oriental,Picocerdas Oriental,Picocerdas Oriental,Eastern bristlebird,bjelogrla brkašica,Baltagurklis šeriasnapis,مرغ فرچهای شرقی,Aderyn safnflew cyffredin,ida-rägalind,Beccoriccio orientale,東方棕色刺鶯,orienta daziornito,keleti sörtésmadár,,,,,,,,,,,,,,,
