common_name_sk
White-striped Free-tailed Bat
Olive-green Coastal Katydid
lístiar stredoamerický
lístiar pacifický
lístiar olivový
lístiar pernambucký
lístiar bielooký
lístiar ohnivooký
lístiar potočný
lístiar plavohnedý
lístiar hrdzavý
lístiar lesný
lístiar hnedobruchý
Gmelin's Woolly Lemur
kochláč kukučí
kochláč jarabý
kochláč strakatý
kochláč bieloprsý
kochláč hnedochrbtý
jagavička krivozobá
Jeleň axis
chochlačka vlnkovaná
chochlačka žltooká
chochlačka hnedastá
chochlačka gaštanová
chochlačka obojková
chochlačka sivá
chochlačka vrkočatá
chochlačka madagaskarská
chochlačka morská
chochlačka tmavá
chochlačka bielooká
chochlačka veľká
sýkorka čiernochochlatá
sýkorka dvojfarebná
sýkorka dubová
sýkorka borievková
sýkorka ohlávková
afrobyl lužný
afrobyl pásochvostý
Veľryba grónska
člnozobec veľký
Antarctic Minke Whale
Vráskavec myšok
Gray Sac-winged Bat
žurav korunkatý
žurav kráľovský
bambusiar horský
bambusiar taiwanský
bambusiar sivočelý
Lesser Bandicoot-rat
tangara dvojfarebná
tangara pôvabná
tangara džungľová
tangara zelenkavá
tangara čierno-zlatá
tangara žltoprsá
Uchaňa čierna
kobylka pestrá
rozela žltokrká
bartrámia dlhochvostá
momot škoricový
momot hrdzavohlavý
horárik hnedolíci
horárik komárožravý
horárik čivi
horárik pestrohlavý
horárik čiernolíci
horárik čepčekový
horárik škvrnitoprsý
horárik hrdzavohlavý
horárik tacarcunský
horárik trojpásy
horárik hôrny
kolibrík borinový
kolibrík čiernočelý
majna kráľovská
majna dlhochochlatá
majna prilbatá
Eastern Lowland Olingo
Western Lowland Olingo
Olinguito
Ringtail
Cacomistle
batara obria
carašník kapucňový
carašník maskový
strakošík kapský
strakošík tmavý
strakošík malawijský
strakošík horský
strakošík pláštikový
strakošík hrdzavoprsý
strakošík stromový
strakošík lesný
strakošík gabonský
strakošík čiernohlavý
strakošík krpatý
strakošík červenooký
strakošík bielobruchý
strakošík ozdobný
strakošík sivohlavý
strakošík akáciový
strakošík zálivový
strakošík pririt
strakošík savanový
strakošík bledý
žaboústka malajská
žaboústka ušatá
žaboústka palawanská
žaboústka rožkatá
žaboústka očkatá
žaboústka dlhochvostá
žaboústka jávska
žaboústka horská
žaboústka malá
žaboústka krátkochvostá
žaboústka filipínska
žaboústka šupinatá
